gebouw_id,Huisnummer,HuisnummerExtra,POSTCODE,Object,Oppervlakte,gebruiksdoel1,gebruiksdoel2,gebruiksdoel3
2767,.,,,,,,,
2057,199,,3454HE,,,,,
2061,30,,5251VZ,,,,,
1973,50,,2361ES,,,,,
2764,9,A,8043LJ,,,,,
2150,112,,1076DX,,,,,
1953,199-201,,3572KW,,,,,
1952,28,,3512NS,,,,,
587,201,,3572KW,,,,,
588,199,,3572KW,,,,,
1877,193,,0000CW,,,,,
1878,193,,0000CW,,,,,
1879,193,,0000CW,,,,,
1905,193,,0000CW,,,,,
1897,193,,0000CW,,,,,
1880,193,,0000CW,,,,,
1881,193,,0000CW,,,,,
1882,193,,0000CW,,,,,
1904,193,,0000CW,,,,,
1898,193,,0000CW,,,,,
1883,193,,0000CW,,,,,
1884,193,,0000CW,,,,,
1885,193,,0000CW,,,,,
1903,193,,0000CW,,,,,
1899,193,,0000CW,,,,,
1886,193,,0000CW,,,,,
1887,193,,0000CW,,,,,
1888,193,,0000CW,,,,,
1902,193,,0000CW,,,,,
1900,193,,0000CW,,,,,
1889,193,,0000CW,,,,,
1916,193,,0000CW,,,,,
1917,193,,0000CW,,,,,
1918,193,,0000CW,,,,,
1919,193,,0000CW,,,,,
1920,193,,0000CW,,,,,
1896,193,,0000CW,,,,,
1921,114,,0000CW,,,,,
1890,193,,0000CW,,,,,
1891,193,,0000CW,,,,,
1892,193,,0000CW,,,,,
1908,193,,0000CW,,,,,
1893,193,,0000CW,,,,,
1875,193,,0000CW,,,,,
1906,193,,0000CW,,,,,
1909,193,,0000CW,,,,,
1910,193,,0000CW,,,,,
1894,193,,0000CW,,,,,
1911,193,,0000CW,,,,,
1912,193,,0000CW,,,,,
1913,193,,0000CW,,,,,
1914,193,,0000CW,,,,,
1895,193,,0000CW,,,,,
1876,193,,0000CW,,,,,
1907,193,,0000CW,,,,,
1915,193,,0000CW,,,,,
1922,193,,0000CW,,,,,
1901,193,,3439LM,,,,,
661,200,,3584BJ,,,,,
640,200,,3584BJ,,,,,
659,200,,3584BJ,,,,,
652,200,,3584BJ,,,,,
654,200,,3584BJ,,,,,
657,200,,3584BJ,,,,,
632,200,,3584BJ,,,,,
663,200,,3584BJ,,,,,
668,200,,3584BJ,,,,,
655,200,,3584BJ,,,,,
637,200,,3584BJ,,,,,
645,200,,3584BJ,,,,,
644,200,,3584BJ,,,,,
646,200,,3584BJ,,,,,
653,200,,3584BJ,,,,,
641,200,,3584BJ,,,,,
664,200,,3584BJ,,,,,
634,200,,3584BJ,,,,,
643,200,,3584BJ,,,,,
662,200,,3584BJ,,,,,
647,200,,3584BJ,,,,,
639,200,,3584BJ,,,,,
636,200,,3584BJ,,,,,
651,200,,3584BJ,,,,,
642,200,,3584BJ,,,,,
633,200,,3584BJ,,,,,
649,200,,3584BJ,,,,,
638,200,,3584BJ,,,,,
650,200,,3584BJ,,,,,
656,200,,3584BJ,,,,,
648,200,,3584BJ,,,,,
660,200,,3584BJ,,,,,
635,200,,3584BJ,,,,,
658,200,,3584BJ,,,,,
2489,,,3584BB,,,,,
1948,,,3584BB,,,,,
2108,,,7418AX,,,,,
2490,,,3584BB,,,,,
606,89,,3771LK,,,,,
607,89,,3771LK,,,,,
609,89,,3771LK,,,,,
519,,,,,,,,
520,,,,,,,,
521,,,,,,,,
550,,,,,,,,
549,,,,,,,,
518,,,,,,,,
1208,,,,,,,,
1207,,,,,,,,
1206,,,,,,,,
548,,,,,,,,
516,,,,,,,,
500,,,,,,,,
507,,,,,,,,
524,,,,,,,,
493,,,,,,,,
513,,,,,,,,
525,,,,,,,,
503,,,,,,,,
506,,,,,,,,
508,,,,,,,,
504,,,,,,,,
505,,,,,,,,
502,,,,,,,,
557,,,,,,,,
522,,,,,,,,
556,,,,,,,,
555,,,,,,,,
554,,,,,,,,
553,,,,,,,,
552,,,,,,,,
551,,,,,,,,
1211,,,,,,,,
1212,,,,,,,,
501,,,,,,,,
584,,,,,,,,
541,,,,,,,,
526,,,,,,,,
537,,,,,,,,
540,,,,,,,,
530,,,,,,,,
535,,,,,,,,
536,,,,,,,,
539,,,,,,,,
538,,,,,,,,
512,,,,,,,,
533,,,,,,,,
532,,,,,,,,
529,,,,,,,,
542,,,,,,,,
534,,,,,,,,
531,,,,,,,,
469,,,,,,,,
468,,,,,,,,
490,,,,,,,,
491,,,,,,,,
492,,,,,,,,
509,,,,,,,,
558,,,,,,,,
473,,,,,,,,
472,,,,,,,,
482,,,,,,,,
489,,,,,,,,
480,,,,,,,,
479,,,,,,,,
471,,,,,,,,
478,,,,,,,,
475,,,,,,,,
477,,,,,,,,
485,,,,,,,,
483,,,,,,,,
487,,,,,,,,
484,,,,,,,,
470,,,,,,,,
481,,,,,,,,
486,,,,,,,,
488,,,,,,,,
474,,,,,,,,
476,,,,,,,,
543,,,,,,,,
585,,,,,,,,
544,,,,,,,,
547,,,,,,,,
577,,,,,,,,
572,,,,,,,,
571,,,,,,,,
569,,,,,,,,
568,,,,,,,,
567,,,,,,,,
566,,,,,,,,
565,,,,,,,,
570,,,,,,,,
564,,,,,,,,
563,,,,,,,,
576,,,,,,,,
575,,,,,,,,
574,,,,,,,,
573,,,,,,,,
511,,,,,,,,
510,,,,,,,,
586,,,,,,,,
497,,,,,,,,
495,,,,,,,,
496,,,,,,,,
498,,,,,,,,
494,,,,,,,,
515,,,,,,,,
514,,,,,,,,
560,,,,,,,,
559,,,,,,,,
561,,,,,,,,
562,,,,,,,,
578,,,,,,,,
583,,,,,,,,
582,,,,,,,,
581,,,,,,,,
580,,,,,,,,
579,,,,,,,,
528,,,,,,,,
527,,,,,,,,
523,,,,,,,,
517,,,,,,,,
1209,,,,,,,,
1210,,,,,,,,
546,,,,,,,,
545,,,,,,,,
499,,,,,,,,
3991,1,,4003BX,,,,,
3992,34,,3903AD,,,,,
3993,34,,3903AD,,,,,
3994,1,,,,,,,
4082,1,,4003bx,,,,,
1018,1,,1018GX,,,,,
405,25,,3014DB,,,,,
406,25,,3014DB,,,,,
407,25,,3014DB,,,,,
404,25,,3014DB,,,,,
337,117,a,3648ZG,,,,,
1463,101,,3743BM,,,,,
1309,36,,6043HK,,,,,
1925,3,,6006AH,,,,,
386,38,,9301LT,,,,,
380,10,,9301LK,,,,,
387,1,,9301KE,,,,,
381,7,,9301KA,,,,,
382,2,A,9301BE,,,,,
384,31,,9301JK,,,,,
383,4,,9301SP,,,,,
385,10,,9301JL,,,,,
325,,,3584BB,,,,,
1187,18,,5708HR,,,,,
1848,10,,6716RP,,,,,
1949,10,,6716RP,,,,,
1054,11,,3062AB,,,,,
833,133,,5248NL,,,,,
834,133,,5248NL,,,,,
835,133,,5248NL,,,,,
836,133,,5248NL,,,,,
76,1,,7543ED,,,,,
943,1945,,7511AL,,,,,
77,1,,7544NT,,,,,
78,2,,7544NZ,,,,,
74,300,,7543EC,,,,,
75,4,,7481BT,,,,,
86,13,,7481EV,,,,,
87,2,,7481LN,,,,,
88,12,,7482EA,,,,,
79,1,,7545BB,,,,,
80,301,,7543EH,,,,,
81,6,,7151DW,,,,,
89,29,,7481AK,,,,,
83,9,,7481EP,,,,,
90,44,,7161GD,,,,,
82,33,,7521HN,,,,,
91,3,,7151DW,,,,,
84,58,,7161GM,,,,,
85,4,,7481BT,,,,,
373,101,,3136BA,,,,,
374,101,,3136BA,,,,,
375,101,,3136BA,,,,,
376,101,,3136BA,,,,,
377,101,,3136BA,,,,,
940,533,,3819BA,,,,,
936,533,,3819BA,,,,,
938,533,,3819BA,,,,,
456,533,,3819BA,,,,,
939,533,,3819BA,,,,,
937,533,,3819BA,,,,,
99,11,,3762BS,,,,,
457,18,,3812ZW,,,,,
1660,29,,3749AK,,,,,
941,77,,3819AB,,,,,
1950,37,B,3749AJ,,,,,
103,2,,3762BP,,,,,
876,68,,3741GN,,,,,
875,70,,3741GN,,,,,
622,77,,3819AB,,,,,
1951,37,B-C,3749AJ,,,,,
100,70,,3763WK,,,,,
101,50-52,,3741EN,,,,,
102,1,,3765BX,,,,,
3116,29,,6721 HV,,,,,
354,117,,3584BB,,,,,
350,9,K ,2288EC,,,,,
351,9,K,2288EC,,,,,
352,9,K,2288EC,,,,,
1229,10,,7418AJ,,,,,
1269,10,83,7418AJ,,,,,
1587,10,,7418AJ,,,,,
1588,10,,7418AJ,,,,,
1572,10,,7418AJ,,,,,
1573,10,,7418AJ,,,,,
1230,10,8,7418AJ,,,,,
1231,10,9,7418AJ,,,,,
1232,10,11,7418AJ,,,,,
1233,10,12,7418AJ,,,,,
816,4,,9936HD,,,,,
817,4,,9936HD,,,,,
1234,10,15,7418AJ,,,,,
1235,10,17,7418AJ,,,,,
1268,10,82,7418AJ,,,,,
1236,10,,7418AJ,,,,,
1237,10,21,7418AJ,,,,,
1238,10,22,7418AJ,,,,,
1239,10,22,7418AJ,,,,,
1240,10,23,7418AJ,,,,,
1243,10,24,7418AJ,,,,,
1242,10,24,7418AJ,,,,,
1241,10,24,7418AJ,,,,,
1244,10,26,7418AJ,,,,,
1246,10,26,7418AJ,,,,,
1245,10,26,7418AJ,,,,,
1247,10,,7418AJ,,,,,
1267,10,,7418AJ,,,,,
1266,10,,7418AJ,,,,,
1248,10,32,7418AJ,,,,,
1252,10,46,7418AJ,,,,,
1251,10,46,7418AJ,,,,,
1263,10,78,7418AJ,,,,,
1249,10,33,7418AJ,,,,,
1298,10,45,7418AJ,,,,,
1299,10,,7418AJ,,,,,
1250,10,34,7418AJ,,,,,
819,4,,9936HD,,,,,
1253,10,54,7418AJ,,,,,
1254,10,55,7418AJ,,,,,
1255,10,56,7418AJ,,,,,
820,4,,9936HD,,,,,
1258,10,71,7418AJ,,,,,
1264,10,78,7418AJ,,,,,
1256,10,65,7418AJ,,,,,
1257,10,,7418AJ,,,,,
815,4,,9936HD,,,,,
1259,10,,7418AJ,,,,,
1260,10,,7418AJ,,,,,
1265,10,,7418AJ,,,,,
1291,10,0,7418AJ,,,,,
1270,10,0,7418AJ,,,,,
825,10,,7418AJ,,,,,
1274,10,,7418AJ,,,,,
1275,10,0,7418AJ,,,,,
1293,10,,7418AJ,,,,,
1522,10,,7418AJ,,,,,
1271,10,0,7418AJ,,,,,
826,10,,7418AJ,,,,,
827,10,,7418AJ,,,,,
1272,10,,7418AJ,,,,,
1273,10,,7418AJ,,,,,
1294,10,,7418AJ,,,,,
1295,10,,7418AJ,,,,,
1276,10,,7418AJ,,,,,
1277,10,,7418AJ,,,,,
989,76,,6824BM,,,,,
990,76,,6824BM,,,,,
1278,10,,7418AJ,,,,,
1282,10,,7418AJ,,,,,
1283,10,175,7418AJ,,,,,
1292,10,0,7418AJ,,,,,
1279,10,,7418AJ,,,,,
1280,10,,7418AJ,,,,,
828,10,,7418AJ,,,,,
829,10,,7418AJ,,,,,
830,10,,7418AJ,,,,,
831,10,,7418AJ,,,,,
832,10,,7418AJ,,,,,
1296,10,,7418AJ,,,,,
1281,10,,7418AJ,,,,,
1284,10,176,7418AJ,,,,,
1285,10,177,7418AJ,,,,,
1286,10,,7418AJ,,,,,
1287,10,179,7418AJ,,,,,
1288,10,180,7418AJ,,,,,
1289,10,181,7418AJ,,,,,
1290,10,182,7418AJ,,,,,
1297,10,,7418AJ,,,,,
1261,10,75,7418AJ,,,,,
1262,10,76,7418AJ,,,,,
818,4,,9936HD,,,,,
1459,1,,3500BB,,,,,
1455,8,,1010BB,,,,,
1458,1,,3500BB,,,,,
1490,38,,5831JN,,,,,
2089,77,,3811HM,,,,,
1954,2,,6534AE,,,,,
2071,2,,6534AE,,,,,
1955,2,,6534AE,,,,,
2072,2,,6534AE,,,,,
1956,2,,6534AE,,,,,
2073,2,,6534AE,,,,,
1957,2,,6534AE,,,,,
2074,2,,6534AE,,,,,
1958,2,,6534AE,,,,,
2075,2,,6534AE,,,,,
1959,2,,6534AE,,,,,
2076,2,,6534AE,,,,,
1964,2,,6534AE,,,,,
2081,2,,6534AE,,,,,
1960,2,,6534AE,,,,,
2077,2,,6534AE,,,,,
1961,2,,6534AE,,,,,
2078,2,,6534AE,,,,,
1962,2,,6534AE,,,,,
2079,2,,6534AE,,,,,
1963,2,,6534AE,,,,,
2080,2,,6534AE,,,,,
1965,46,,5656AE,,,,,
1966,60,,5656AE,,,,,
2147,185,,5022DD,,,,,
1987,15,,5037AV,,,,,
665,6,,5022DV,,,,,
670,122,,5046CV,,,,,
671,122,A,5046CV,,,,,
672,117,B,5046CS,,,,,
673,115,C,5046CV,,,,,
674,116,D,5046CV,,,,,
1986,7,,5022DN,,,,,
669,9,,5037EE,,,,,
677,183,,5022DD,,,,,
678,183,A,5022DD,,,,,
679,181,B,5022DD,,,,,
682,28,,5042PD,,,,,
666,1,,5042WZ,,,,,
681,10,,5012AR,,,,,
675,20,,5042EH,,,,,
676,37,,5037MJ,,,,,
683,240,,5036BV,,,,,
1493,101-127,,4624ES,,,,,
1492,10,,5431NH,,,,,
1491,6,,4614RX,,,,,
2730,30,,1062AR,,,,,
2712,1,,1817MJ,,,,,
357,101,,3584BB,,,,,
358,101,,3584BB,,,,,
359,101,,3584BB,,,,,
360,101,,3584BB,,,,,
877,101,,3584BB,,,,,
1303,18,,3192CD,,,,,
2485,50,,2712XZ,,,,,
2476,50,,2712XZ,,,,,
2480,50,,2712XZ,,,,,
2475,50,,2712XZ,,,,,
2484,50,,2712XZ,,,,,
2477,50,,2712XZ,,,,,
2481,50,,2712XZ,,,,,
2478,50,,2712XZ,,,,,
2483,50,,2712XZ,,,,,
2474,50,,2712XZ,,,,,
2482,50,,2712XZ,,,,,
2479,50,,2712XZ,,,,,
2473,50,,2712XZ,,,,,
2486,50,,2712XZ,,,,,
2487,50,,2712XZ,,,,,
2488,50,,2712XZ,,,,,
1464,53,,2513BJ,,,,,
2491,50,,2712XZ,,,,,
1669,3,,3631NK,,,,,
1668,3,,3631NK,,,,,
1670,3,,3631NK,,,,,
1671,3,,3631NK,,,,,
1673,3,,3631NK,,,,,
1675,3,,3631NK,,,,,
1672,3,,3631NK,,,,,
1674,3,,3631NK,,,,,
1540,1,,2585JL,,,,,
1701,,,,,,,,
1705,,,,,,,,
1685,1,,0,,,,,
1724,,,,,,,,
1725,,,,,,,,
1704,,,,,,,,
1726,,,,,,,,
1720,,,,,,,,
1703,,,,,,,,
2330,0,,0000aa,,,,,
1719,,,,,,,,
1706,,,,,,,,
1722,,,,,,,,
1721,,,,,,,,
1707,,,,,,,,
1718,,,,,,,,
1712,,,,,,,,
1676,,,,,,,,
1677,,,,,,,,
1690,,,,,,,,
1716,,,,,,,,
1829,,,,,,,,
1694,,,,,,,,
1693,,,,,,,,
1821,,,,,,,,
1686,,,,,,,,
1683,,,,,,,,
1823,,,,,,,,
1826,,,,,,,,
1711,,,,,,,,
1688,,,,,,,,
1822,,,,,,,,
1697,,,,,,,,
1682,,,,,,,,
1692,,,,,,,,
1715,,,,,,,,
1728,,,,,,,,
1687,,,,,,,,
1717,,,,,,,,
1332,27,nabij,0,,,,,
1695,,,,,,,,
1681,,,,,,,,
1825,,,,,,,,
1698,,,,,,,,
1702,,,,,,,,
2248,0,,0000aa,,,,,
2319,0,,0000aa,,,,,
2318,0,,0000aa,,,,,
2428,,,,,,,,
2173,0,,0000aa,,,,,
2129,0,,0000aa,,,,,
2220,0,,0000aa,,,,,
2182,0,,0000aa,,,,,
2181,0,,0000aa,,,,,
2176,0,,0000aa,,,,,
2177,0,,0000aa,,,,,
2249,0,,0000aa,,,,,
2178,0,,0000aa,,,,,
2221,0,,0000aa,,,,,
2092,0,,0000aa,,,,,
2099,0,,0000aa,,,,,
2122,0,,0000aa,,,,,
2429,,,,,,,,
2112,0,,0000aa,,,,,
2312,0,,0000aa,,,,,
2313,0,,0000aa,,,,,
2314,0,,0000aa,,,,,
2141,0,,0000aa,,,,,
2162,0,,0000aa,,,,,
2101,0,,0000aa,,,,,
2155,0,,0000aa,,,,,
2140,0,,0000aa,,,,,
2148,0,,0000aa,,,,,
2172,0,,0000aa,,,,,
2163,0,,0000aa,,,,,
2235,0,,0000aa,,,,,
2236,0,,0000aa,,,,,
2329,0,,0000aa,,,,,
2113,0,,0000aa,,,,,
2093,0,,0000aa,,,,,
2119,0,,0000aa,,,,,
2123,0,,0000aa,,,,,
2142,0,,0000aa,,,,,
2145,0,,0000aa,,,,,
2136,0,,0000aa,,,,,
2331,0,,0000aa,,,,,
2171,0,,0000aa,,,,,
2100,0,,0000aa,,,,,
2134,0,,0000aa,,,,,
2320,0,,0000aa,,,,,
2328,0,,0000aa,,,,,
2111,0,,0000aa,,,,,
2245,0,,0000aa,,,,,
2234,0,,0000aa,,,,,
2430,,,,,,,,
2135,0,,0000aa,,,,,
2305,0,,0000aa,,,,,
2118,0,,0000aa,,,,,
2156,0,,0000aa,,,,,
2246,0,,0000aa,,,,,
2146,0,,0000aa,,,,,
2179,0,,0000aa,,,,,
2431,,,,,,,,
2180,0,,0000aa,,,,,
2139,0,,0000aa,,,,,
2243,0,,0000aa,,,,,
2106,0,,0000aa,,,,,
2105,0,,0000aa,,,,,
2104,0,,0000aa,,,,,
2300,0,,0000aa,,,,,
2301,0,,0000aa,,,,,
2432,,,,,,,,
2210,0,,0000aa,,,,,
2433,,,,,,,,
2237,0,,0000aa,,,,,
2215,0,,0000aa,,,,,
2230,0,,0000aa,,,,,
2231,0,,0000aa,,,,,
2232,0,,0000aa,,,,,
2204,0,,0000aa,,,,,
2203,0,,0000aa,,,,,
2206,0,,0000aa,,,,,
2434,,,,,,,,
2149,0,,0000aa,,,,,
2283,0,,0000aa,,,,,
2285,0,,0000aa,,,,,
2213,0,,0000aa,,,,,
2207,0,,0000aa,,,,,
2435,,,,,,,,
2290,0,,0000aa,,,,,
2292,0,,0000aa,,,,,
2436,,,,,,,,
2288,0,,0000aa,,,,,
2289,0,,0000aa,,,,,
2241,0,,0000aa,,,,,
2218,0,,0000aa,,,,,
2225,0,,0000aa,,,,,
2239,0,,0000aa,,,,,
2280,0,,0000aa,,,,,
2279,0,,0000aa,,,,,
2209,0,,0000aa,,,,,
2240,0,,0000aa,,,,,
2159,0,,0000aa,,,,,
2097,0,,0000aa,,,,,
2098,0,,0000aa,,,,,
2114,0,,0000aa,,,,,
2133,0,,0000aa,,,,,
2131,0,,0000aa,,,,,
2094,0,,0000aa,,,,,
2121,0,,0000aa,,,,,
2091,0,,0000aa,,,,,
2164,0,,0000aa,,,,,
2124,0,,0000aa,,,,,
2169,0,,0000aa,,,,,
2174,0,,0000aa,,,,,
2126,0,,0000aa,,,,,
2170,0,,0000aa,,,,,
2165,0,,0000aa,,,,,
2096,0,,0000aa,,,,,
2127,0,,0000aa,,,,,
2167,0,,0000aa,,,,,
2304,0,,0000aa,,,,,
2286,0,,0000aa,,,,,
2227,0,,0000aa,,,,,
2228,0,,0000aa,,,,,
2247,0,,0000aa,,,,,
2251,0,,0000aa,,,,,
2250,0,,0000aa,,,,,
2295,0,,0000aa,,,,,
2259,0,,0000aa,,,,,
2437,,,,,,,,
2438,,,,,,,,
2252,0,,0000aa,,,,,
2184,0,,0000aa,,,,,
2194,0,,0000aa,,,,,
2276,0,,0000aa,,,,,
2195,0,,0000aa,,,,,
2298,0,,0000aa,,,,,
2299,0,,0000aa,,,,,
2266,0,,0000aa,,,,,
2274,0,,0000aa,,,,,
2277,0,,0000aa,,,,,
2192,0,,0000aa,,,,,
2260,0,,0000aa,,,,,
2198,0,,0000aa,,,,,
2439,,,,,,,,
2268,0,,0000aa,,,,,
2256,0,,0000aa,,,,,
2270,0,,0000aa,,,,,
2296,0,,0000aa,,,,,
2197,0,,0000aa,,,,,
2186,0,,0000aa,,,,,
2275,0,,0000aa,,,,,
2255,0,,0000aa,,,,,
2191,0,,0000aa,,,,,
2258,0,,0000aa,,,,,
2253,0,,0000aa,,,,,
2273,0,,0000aa,,,,,
2272,0,,0000aa,,,,,
2199,0,,0000aa,,,,,
2440,,,,,,,,
2254,0,,0000aa,,,,,
2188,0,,0000aa,,,,,
2189,0,,0000aa,,,,,
2183,0,,0000aa,,,,,
2185,0,,0000aa,,,,,
2271,0,,0000aa,,,,,
2190,0,,0000aa,,,,,
2297,0,,0000aa,,,,,
2193,0,,0000aa,,,,,
2293,0,,0000aa,,,,,
2294,0,,0000aa,,,,,
2267,0,,0000aa,,,,,
2441,,,,,,,,
2224,0,,0000aa,,,,,
2125,0,,0000aa,,,,,
2103,0,,0000aa,,,,,
2130,0,,0000aa,,,,,
2205,0,,0000aa,,,,,
2442,,,,,,,,
2443,,,,,,,,
2444,,,,,,,,
1650,1,,80,,,,,
2284,0,,0000aa,,,,,
2090,0,,0000aa,,,,,
2138,0,,0000aa,,,,,
2214,0,,0000aa,,,,,
2445,,,,,,,,
2208,0,,0000aa,,,,,
2287,0,,0000aa,,,,,
2242,0,,0000aa,,,,,
2211,0,,0000aa,,,,,
2217,0,,0000aa,,,,,
2238,0,,0000aa,,,,,
2144,0,,0000aa,,,,,
2128,0,,0000aa,,,,,
2166,0,,0000aa,,,,,
2222,0,,0000aa,,,,,
2446,,,,,,,,
2132,0,,0000aa,,,,,
2120,0,,0000aa,,,,,
2447,,,,,,,,
2095,0,,0000aa,,,,,
2212,0,,0000aa,,,,,
2168,0,,0000aa,,,,,
2160,0,,0000aa,,,,,
2448,,,,,,,,
2137,0,,0000aa,,,,,
2223,0,,0000aa,,,,,
2449,,,,,,,,
2233,0,,0000aa,,,,,
2450,,,,,,,,
2281,0,,0000aa,,,,,
2291,0,,0000aa,,,,,
2244,0,,0000aa,,,,,
2175,0,,0000aa,,,,,
2143,0,,0000aa,,,,,
2161,0,,0000aa,,,,,
2201,0,,0000aa,,,,,
2773,1,,1234AA,,,,,
2451,,,,,,,,
2452,,,,,,,,
2453,,,,,,,,
2264,0,,0000aa,,,,,
2196,0,,0000aa,,,,,
2454,,,,,,,,
2265,0,,0000aa,,,,,
2262,0,,0000aa,,,,,
2257,0,,0000aa,,,,,
2261,0,,0000aa,,,,,
2187,0,,0000aa,,,,,
2263,0,,0000aa,,,,,
2269,0,,0000aa,,,,,
2200,0,,0000aa,,,,,
2115,0,,0000aa,,,,,
2455,,,,,,,,
2456,,,,,,,,
2219,0,,0000aa,,,,,
2457,,,,,,,,
2117,0,,0000aa,,,,,
2107,0,,0000aa,,,,,
2116,0,,0000aa,,,,,
2229,0,,0000aa,,,,,
2282,0,,0000aa,,,,,
2278,0,,0000aa,,,,,
2226,0,,0000aa,,,,,
1667,10,,1044,,,,,
1386,,,,,,,,
1430,,,,,,,,
1390,,,,,,,,
1331,,,,,,,,
1406,,,,,,,,
1346,,,,,,,,
1351,,,,,,,,
1342,,,,,,,,
1324,,,,,,,,
1325,,,,,,,,
1323,,,,,,,,
1322,,,,,,,,
1320,,,,,,,,
1321,,,,,,,,
1371,,,,,,,,
1399,,,,,,,,
1377,,,,,,,,
1328,,,,,,,,
1367,,,,,,,,
1382,,,,,,,,
1381,,,,,,,,
1372,,,,,,,,
1398,,,,,,,,
1376,,,,,,,,
1329,,,,,,,,
1368,,,,,,,,
1404,,,,,,,,
1339,,,,,,,,
1370,,,,,,,,
1375,,,,,,,,
1327,,,,,,,,
1366,,,,,,,,
1337,,,,,,,,
1383,,,,,,,,
1338,,,,,,,,
1347,,,,,,,,
1379,,,,,,,,
1391,,,,,,,,
1409,,,,,,,,
1413,,,,,,,,
1417,,,,,,,,
1421,,,,,,,,
1436,,,,,,,,
1373,,,,,,,,
1378,,,,,,,,
1341,,,,,,,,
1384,,,,,,,,
1428,,,,,,,,
1392,,,,,,,,
1414,,,,,,,,
1401,,,,,,,,
1397,,,,,,,,
1403,,,,,,,,
1393,,,,,,,,
1388,,,,,,,,
1362,,,,,,,,
1412,,,,,,,,
1410,,,,,,,,
1358,,,,,,,,
1348,,,,,,,,
1356,,,,,,,,
1427,,,,,,,,
1415,,,,,,,,
1423,,,,,,,,
1408,,,,,,,,
1425,,,,,,,,
1343,,,,,,,,
1434,,,,,,,,
1359,,,,,,,,
1364,,,,,,,,
1435,,,,,,,,
1333,,,,,,,,
1419,,,,,,,,
1369,,,,,,,,
1363,,,,,,,,
1429,,,,,,,,
1374,,,,,,,,
1326,,,,,,,,
1385,,,,,,,,
1380,,,,,,,,
1353,,,,,,,,
1330,,,,,,,,
1405,,,,,,,,
1411,,,,,,,,
1395,,,,,,,,
1357,,,,,,,,
1344,,,,,,,,
1349,,,,,,,,
1336,,,,,,,,
1422,,,,,,,,
1340,,,,,,,,
1416,,,,,,,,
1350,,,,,,,,
1431,,,,,,,,
1334,,,,,,,,
1418,,,,,,,,
1387,,,,,,,,
1352,,,,,,,,
1420,,,,,,,,
1407,,,,,,,,
1426,,,,,,,,
1402,,,,,,,,
1361,,,,,,,,
1389,,,,,,,,
1424,,,,,,,,
1355,,,,,,,,
1400,,,,,,,,
1396,,,,,,,,
1394,,,,,,,,
1360,,,,,,,,
1365,,,,,,,,
1345,,,,,,,,
1354,,,,,,,,
1335,,,,,,,,
1432,,,,,,,,
1433,,,,,,,,
1319,,,,,,,,
1699,,,,,,,,
1729,,,,,,,,
1679,,,,,,,,
1691,,,,,,,,
1713,,,,,,,,
1727,,,,,,,,
1828,,,,,,,,
1723,,,,,,,,
1684,,,,,,,,
1824,,,,,,,,
1714,,,,,,,,
1696,,,,,,,,
2307,0,,0000aa,,,,,
2308,0,,0000aa,,,,,
2309,0,,0000aa,,,,,
2306,0,,0000aa,,,,,
1700,,,,,,,,
1689,,,,,,,,
1827,,,,,,,,
1678,,,,,,,,
1680,,,,,,,,
1659,.,,n.v.t.,,,,,
1213,1,,N.v.t.,,,,,
2102,0,,0000AA,,,,,
1709,,,,,,,,
1710,,,,,,,,
1708,,,,,,,,
467,50,,7418AX,,,,,
466,50,,7418AX,,,,,
465,50,,7418AX,,,,,
464,50,,7418AX,,,,,
712,102,,1014AK,,,,,
711,102,,1014AK,,,,,
710,102,,1014AK,,,,,
709,102,,1014AK,,,,,
3104,95,,1507 EK,,,,,
3105,97,,1507 EK,,,,,
3103,99,,1507 EK,,,,,
4092,1,a,2951XR,,,,,
4095,55,,4204AA,,,,,
4098,169,,4204RH,,,,,
4096,57,,4204AA,,,,,
4113,8,,4132CD,,,,,
4102,1,,4205JC,,,,,
4174,101,,3584BB,,,,,
4093,6,,4241BW,,,,,
4111,23,,3351HB,,,,,
4100,61,,4204AA,,,,,
4109,16,,3353VJ,,,,,
4094,9,,2971AE,,,,,
4107,3,,4141GH,,,,,
4108,20,,4141GH,,,,,
4104,57,,4204AA,,,,,
4105,57,,4204AA,,,,,
4101,113,,4201KS,,,,,
4103,15,,4206CC,,,,,
4106,36,,3371PN,,,,,
4097,14,,4205HA,,,,,
4099,72,,4201KW,,,,,
4110,6,,3353BT,,,,,
4112,200,,3361BM,,,,,
9,,,1234AB,,,,,
7,,,1234AB,,,,,
949,2,,4417ER,,,,,
964,1,C,4531BX,,,,,
950,50,,4381BH,,,,,
954,1,,2040,,,,,
994,1,,8380,,,,,
965,0,,xxxxxx,,,,,
952,2,,4435ND,,,,,
956,0,,2030,,,,,
957,0,,2291,,,,,
971,0,,4506HV,,,,,
962,0,,9130,,,,,
972,12,,4513KA,,,,,
973,23,,4371NS,,,,,
959,0,,9130,,,,,
958,0,,2030,,,,,
975,0,,4354XX,,,,,
966,0,,8400,,,,,
955,0,,2040,,,,,
953,0,,xxxxxx,,,,,
974,1,,4361SR,,,,,
968,0,,8380,,,,,
970,0,,8380,,,,,
2466,0,,2040,,,,,
2469,0,,4542PM,,,,,
2470,0,,4411ST,,,,,
2465,0,,4417DT,,,,,
2467,0,,9130,,,,,
2468,0,,9130,,,,,
2471,24,,4588RG,,,,,
2463,375,,2030,,,,,
2464,0,,2070,,,,,
3115,94,,4401 PE,,,,,
2462,0,,4542NP,,,,,
